ID;booking;occupation_id_desc;had_a_flight_in_last_cruise;booked_country_aggregation;AGE;LOYALTY_TOTAL_SCORE;NUMBER_OF_CRUISES;rfm_segment;is_loyalty;pcc_flag;flag_app;opener_segment;privacy_channel_email_date;privacy_channel_phone_date;privacy_channel_post_date;privacy_send_material_date;loyalty_subscribe_date;days_after_cruise_end;BKG_Channel;last_cruise_program_desc;last_cruise_duration;last_cruise_bkg_anticipation;last_paid_cabin_meta_cat_code;last_nps_segment;last_pax_type;flag_bkd_cxl_last3y;flag_opt_cxl_last3y;flag_bkd_cxl_last_month;flag_opt_cxl_last_month;num_cruises_last3y;total_gross_cru_rev_eur_mean;total_gross_obr_rev_eur_mean;sent_last_month;open_last_month;click_last_month;source_desc
5785;;;False;FRANCE;67;0;1;LOST;False;0;0.0;;13/11/2016;13/11/2016;13/11/2016;13/11/2016;;1958.0;Trade;Mediterranean - 3/6 Days;5.0;39.0;O;;GRP;;;;;;;;;;;
5786;;;False;ARGENTINA;93;0;1;LOST;False;0;0.0;;20/12/2016;20/12/2016;20/12/2016;20/12/2016;;1918.0;OTA;South America;8.0;12.0;V;;VALUE;;;;;;;;;;;
5787;;;True;ITALY;73;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;20/12/2019;20/12/2019;20/12/2019;20/12/2019;2019-12-20T00:00:00.000Z;;Call Center;Caribbean 7 Days;11.0;217.0;V;;MYEXPLOR;1.0;21.0;0.0;0.0;1.0;1763.8;0.0;;;;WEB
5788;;;False;U.K.;51;0;1;LOST;False;0;0.0;;;;;27/04/2019;;1019.0;Web;Mediterranean - 7 Days;7.0;50.0;I;;BASIC;;;;;;;;;;;
5789;;;;BRAZIL;66;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5790;;;False;GERMANY;69;0;1;LOST;False;0;0.0;;;;;22/05/2014;;2858.0;Call Center;Northern Europe - 10/14 Days;11.0;309.0;I;;VALUE;;;;;;;;;;;
5791;;;;GERMANY;71;1;0;LOST;True;0;0.0;OLD_OPENER;03/12/2021;03/12/2021;03/12/2021;03/12/2021;2005-01-20T12:00:00.000Z;;;;;0.0;;;;;;;;;;;;;;
5792;;;;ARGENTINA;45;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;04/03/2023;04/03/2023;04/03/2023;04/03/2023;2023-03-04T16:22:46.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;WEB
5793;;;False;ITALY;68;0;3;LOST;False;0;0.0;;28/07/2017;28/07/2017;28/07/2017;28/07/2017;;1691.0;Trade;Mediterranean - 7 Days;7.0;12.0;V;;PIND;;;;;;;;;;;
5794;;;False;GERMANY;69;1;1;LOST;True;1;0.0;NEVER_OPENER;26/05/2019;26/05/2019;26/05/2019;02/06/2019;2019-05-30T00:00:00.000Z;1103.0;Call Center;Positionings N.E.;12.0;318.0;S;;DIAMOND;;;;;;;;0.0;0.0;0.0;
5795;;;;BRAZIL;37;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5796;;;False;ITALY;44;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 7 Days;7.0;69.0;I;;SALLINCL;1.0;0.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5797;;;False;SWITZERLAND;59;0;1;NO SEGMENT;False;0;1.0;;12/05/2022;12/05/2022;12/05/2022;12/05/2022;;23.0;Trade;Incentive Charters;10.0;12.0;V;;GRP;;;;;1.0;1020.446169;536.25;;;;
5798;;;;SPAIN;23;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5799;;;;ITALY;35;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;16/03/2022;16/03/2022;16/03/2022;16/03/2022;2017-05-20T00:00:00.000Z;;;;;0.0;;;;;;;;;;;;;;EXT-VENDOR
5800;;;False;ITALY;21;0;1;NO SEGMENT;False;0;1.0;;;;;;;823.0;OTA;Mediterranean - 7 Days;7.0;72.0;I;;AAMBER;;;;;;;;;;;
5801;;;False;ITALY;46;16182;4;0 HIGH;True;1;1.0;OP_HIGH_CL_LOW;28/05/2022;28/05/2022;28/05/2022;28/05/2022;2016-07-24T00:00:00.000Z;39.0;Call Center;Mediterranean - 7 Days;7.0;342.0;V;;ALSILVER;2.0;28.0;0.0;0.0;1.0;984.77;247.04;10.0;10.0;2.0;
5802;;;;FRANCE;42;0;0;PROSPECT;True;0;0.0;UNDELIVERABLE;14/10/2022;14/10/2022;14/10/2022;14/10/2022;2022-06-05T14:58:42.000Z;;;;;0.0;;;;;;;;;;;;;;WEB
5803;;;;ITALY;34;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
5804;;;False;SPAIN;75;0;1;LOST;False;0;0.0;;06/03/2017;06/03/2017;06/03/2017;06/03/2017;;1843.0;Trade;Mediterranean - 7 Days;7.0;34.0;I;;GRP;;;;;;;;;;;
5805;;;True;ITALY;41;0;1;LOST;False;0;0.0;;16/08/2019;16/08/2019;16/08/2019;16/08/2019;;950.0;Trade;Northern Europe - 7 Days;7.0;119.0;I;;BASIC;;;;;;;;;;;
5806;;;True;GERMANY;72;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Caribbean 7 Days;14.0;235.0;V;;GRP;1.0;0.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5807;;;False;RUSSIA;61;0;1;0 HIGH;False;0;1.0;;05/01/2022;05/01/2022;05/01/2022;05/01/2022;;185.0;OTA;Emirates 7 Days;7.0;133.0;V;;MYALLINC;;;;;1.0;841.01;1010.98;;;;
5808;;;;ITALY;58;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;08/03/2023;08/03/2023;08/03/2023;08/03/2023;2023-03-08T15:23:03.000Z;;;;;0.0;;;;;;;;;;;2.0;0.0;0.0;MYCOSTA
5809;;;False;ITALY;57;18152;6;LOST;True;1;0.0;OP_LOW_CL_LOW;;;;08/03/2021;2010-11-23T07:33:18.000Z;865.0;Call Center;Emirates 7 Days;7.0;206.0;V;;AGOLD;4.0;1.0;0.0;0.0;;;;8.0;1.0;0.0;
5810;;;False;ITALY;61;0;1;LOST;False;0;0.0;OLD_OPENER;18/08/2022;18/08/2022;18/08/2022;18/08/2022;;2995.0;OTA;Winter Med 7 Days;7.0;114.0;I;;VALUE;;;;;;;;;;;
5811;;;False;ITALY;60;0;1;LOST;False;0;0.0;;20/05/2015;20/05/2015;20/05/2015;20/05/2015;;2498.0;Trade;Mediterranean - 7 Days;7.0;15.0;V;;VALUE;;;;;;;;;;;
5812;;;False;ARGENTINA;81;0;1;LOST;False;0;0.0;;18/03/2014;18/03/2014;;18/03/2014;;2931.0;;South America;3.0;26.0;I;;GRP;;;;;;;;;;;
5813;;;False;INDIA;43;0;1;LOST;False;0;0.0;;03/02/2019;03/02/2019;03/02/2019;03/02/2019;;1148.0;Trade;Maldive 7 Days;4.0;3.0;I;;GRP;;;;;;;;;;;
5814;;;;BRAZIL;61;0;0;PROSPECT;True;1;0.0;OP_LOW_CL_LOW;;;;;2022-07-16T00:00:02.000Z;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;0.0;0.0;0.0;CRM
5815;;;;ITALY;123;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
5816;;;False;FRANCE;76;1;1;LOST;True;0;0.0;NEVER_OPENER;27/03/2016;27/03/2016;27/03/2016;27/03/2016;2015-12-20T12:50:36.000Z;2187.0;OTA;Mediterranean - 7 Days;7.0;89.0;V;;VALUE;;;;;;;;0.0;0.0;0.0;
5817;;;False;FRANCE;54;0;1;0 HIGH;False;0;1.0;;27/08/2022;27/08/2022;27/08/2022;27/08/2022;;53.0;Web;Mediterranean - 7 Days;7.0;125.0;V;;MYALLINC;;;;;1.0;959.0;392.0;;;;
5818;;;False;ARGENTINA;56;1;1;LOST;True;0;0.0;OP_LOW_CL_LOW;;;;20/05/2017;2018-09-27T00:00:00.000Z;1953.0;;South America;8.0;33.0;O;;VALUE;0.0;1.0;0.0;0.0;;;;2.0;1.0;1.0;
5819;;;;GERMANY;61;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
5820;;;False;BRAZIL;53;501;1;LOST;True;1;0.0;OP_LOW_CL_LOW;02/02/2019;02/02/2019;02/02/2019;02/02/2019;2019-02-11T00:00:00.000Z;1227.0;Call Center;Transatlantic;18.0;109.0;V;Promoter;MYBRONZE;1.0;0.0;0.0;0.0;;;;13.0;1.0;0.0;
5821;;;False;SPAIN;40;0;0;PROSPECT;False;0;0.0;;;;;;;;;Mediterranean - 7 Days;7.0;139.0;V;;SHM;1.0;4.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5822;;;False;INDIA;67;0;1;0 LOW;False;0;1.0;;;;;;;14.0;Trade;Mediterranean - 3/6 Days;3.0;27.0;I;;GRP;;;;;1.0;260.0;67.91;;;;
5823;;;;ITALY;36;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5824;;;False;FRANCE;53;1;1;LOST;True;0;0.0;NEVER_OPENER;;;;06/02/2017;2015-02-28T09:21:29.000Z;2532.0;OTA;Mediterranean - 7 Days;7.0;110.0;I;Detractor;BASIC;1.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;
5825;;;;BRAZIL;51;0;0;PROSPECT;True;1;0.0;NEVER_OPENER;19/01/2023;19/01/2023;05/02/2018;19/01/2023;2018-02-05T00:00:00.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;RESERVATION SYSTEM
5826;;;;SPAIN;30;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;19/07/2023;19/07/2023;19/07/2023;19/07/2023;2023-07-19T16:25:47.000Z;;;;;0.0;;;;;;;;;;;;;;WEB
5827;;;False;HOLLAND;76;0;1;LOST;False;0;0.0;;16/05/2017;16/05/2017;16/05/2017;16/05/2017;;1810.0;OTA;Positionings Emirates;22.0;4.0;O;;GRP;;;;;;;;;;;
5828;;;;ITALY;39;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5829;;;False;NORTH AM.;80;0;1;LOST;False;0;0.0;;;;;17/02/2014;;2956.0;Trade;Caribbean 7 Days;7.0;111.0;I;;GRP;;;;;;;;;;;
5830;;;False;ARGENTINA;35;1;1;LOST;True;0;0.0;OP_HIGH_CL_LOW;;;;27/02/2015;2015-03-01T00:01:28.000Z;2588.0;;South America;9.0;147.0;I;;IND;;;;;;;;2.0;1.0;1.0;
5831;;;False;MEDMEIA;54;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 7 Days;7.0;249.0;V;;MYCRUISE;;;;;;;;0.0;0.0;0.0;RESERVATION SYSTEM
5832;;;False;SCANDINAVIA (DK);75;0;2;LOST;False;0;0.0;;03/09/2016;03/09/2016;03/09/2016;03/09/2016;;1080.0;OTA;Positioning Singapore;25.0;233.0;O;;GRP;1.0;0.0;0.0;0.0;;;;;;;
5833;;;False;ITALY;62;0;1;LOST;False;0;0.0;;08/09/2014;08/09/2014;08/09/2014;08/09/2014;;2753.0;Trade;Mediterranean - 7 Days;7.0;221.0;O;;IND;;;;;;;;;;;
5834;;;False;ITALY;50;4400;0;PROSPECT;True;0;1.0;OP_LOW_CL_LOW;;;;17/07/2019;2019-07-17T00:00:00.000Z;;Trade;Mediterranean - 3/6 Days;4.0;300.0;V;;AAMBER;2.0;0.0;0.0;0.0;;;;5.0;1.0;0.0;WEB
5835;;;False;ITALY;33;3842;1;0 HIGH;True;0;1.0;OLD_OPENER;18/07/2022;18/07/2022;18/07/2022;18/07/2022;2022-07-18T21:41:34.000Z;13.0;Other Direct;Mediterranean - 7 Days;7.0;24.0;V;;GRP;;;;;1.0;1085.0;862.3;1.0;1.0;0.0;
5836;;;False;RUSSIA;38;0;1;LOST;False;0;0.0;;;;;;;2062.0;OTA;Mediterranean - 7 Days;7.0;45.0;I;;IND;;;;;;;;;;;
5837;;;True;SPAIN;51;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 7 Days;7.0;46.0;V;;MYALLINC;;;;;;;;;;;RESERVATION SYSTEM
5838;;;False;ITALY;67;1;2;LOST;True;0;0.0;;04/02/2016;25/01/2016;25/01/2016;04/02/2016;2016-06-27T00:00:00.000Z;1103.0;Trade;Mediterranean - 7 Days;5.0;5.0;I;;GRP;;;;;;;;;;;
5839;;;True;SPAIN;68;1;1;LOST;True;0;0.0;NEVER_OPENER;;;;11/05/2019;2019-05-13T00:00:00.000Z;1103.0;Trade;Mediterranean - 7 Days;7.0;185.0;V;;COSTA;;;;;;;;;;;
5840;;;False;ITALY;35;3268;1;0 HIGH;True;0;1.0;OP_LOW_CL_LOW;12/03/2023;12/03/2023;12/03/2023;12/03/2023;2023-03-12T22:13:36.000Z;83.0;Trade;Mediterranean - 7 Days;7.0;54.0;V;;MYBLUE;2.0;2.0;0.0;0.0;1.0;750.6;647.36;4.0;0.0;0.0;
5841;;;False;BRAZIL;68;267;1;0 LOW;True;0;1.0;NEVER_OPENER;23/02/2023;23/02/2023;23/02/2023;23/02/2023;2023-02-23T20:13:18.000Z;23.0;Trade;South America;4.0;60.0;O;;PROMO;;;;;1.0;394.4096763;173.1633281;0.0;0.0;0.0;
5842;;;False;NORTH AM.;35;0;1;LOST;False;0;0.0;;;;;23/11/2015;;2312.0;Trade;Mediterranean - 7 Days;7.0;14.0;V;;BEST;;;;;;;;;;;
5843;;;False;ITALY;49;0;1;LOST;False;0;0.0;NEVER_OPENER;;;;03/01/2019;;1174.0;Trade;Caribbean 7 Days;7.0;31.0;I;;GRP;;;;;;;;0.0;0.0;0.0;
5844;;;False;SWITZERLAND;69;0;0;PROSPECT;False;0;0.0;;;;;;;;OTA;Mediterranean - 8/12 Days;14.0;178.0;V;;GRP;;;;;;;;;;;RESERVATION SYSTEM
5845;;;;GERMANY;48;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5846;;;;RUSSIA;35;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5847;;Housewife;False;ITALY;67;1;1;LOST;True;1;0.0;OP_HIGH_CL_LOW;19/10/2015;19/10/2015;19/10/2015;19/10/2015;2005-07-21T00:00:00.000Z;1255.0;Call Center;Mediterranean - 8/12 Days;10.0;141.0;V;;CAQUA;;;;;;;;10.0;8.0;1.0;
5848;;;False;FRANCE;62;0;2;LOST;False;0;1.0;;02/06/2019;02/06/2019;02/06/2019;23/09/2021;;178.0;OTA;Mediterranean - 7 Days;7.0;296.0;I;;BASIC;1.0;0.0;0.0;0.0;;;;;;;
5849;;;;FRANCE;65;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5850;;;;ITALY;46;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;01/06/2022;01/06/2022;01/06/2022;01/06/2022;2022-06-01T21:45:25.000Z;;;;;0.0;;;;;;;;;;;2.0;0.0;0.0;WEB
5851;;;False;GERMANY;22;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 7 Days;7.0;260.0;O;;GRP;;;;;;;;;;;RESERVATION SYSTEM
5852;;;;ITALY;40;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5853;;;;ITALY;62;0;0;PROSPECT;False;0;0.0;;09/06/2022;09/06/2022;09/06/2022;09/06/2022;;;;;;0.0;;;;;;;;;;;;;;WEB
5854;;;False;ITALY;42;0;1;LOST;False;0;0.0;;19/08/2016;19/08/2016;19/08/2016;19/08/2016;;2043.0;Trade;Mediterranean - 7 Days;5.0;8.0;I;;PIND;;;;;;;;;;;
5855;;;False;FRANCE;85;1637;2;LOST;True;0;0.0;OP_LOW_CL_LOW;;;;30/08/2019;2009-08-12T12:00:00.000Z;1010.0;Trade;Northern Europe - 7 Days;7.0;89.0;O;;AAQUA;1.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;
5856;;;True;ITALY;36;0;1;LOST;False;0;0.0;;;;;;;2258.0;Trade;Caribbean 7 Days;7.0;119.0;I;;IND;;;;;;;;;;;
5857;;;;ARGENTINA;42;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5858;;;True;SPAIN;34;0;1;LOST;False;0;0.0;;;;;12/06/2018;;1290.0;Trade;Mediterranean - 7 Days;7.0;97.0;I;;ECOSTA;;;;;;;;;;;
5859;;;;FRANCE;83;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
5860;;;;GERMANY;42;0;0;PROSPECT;False;0;0.0;;07/02/2022;07/02/2022;07/02/2022;07/02/2022;;;;;;0.0;;;;;;;;;;;;;;WEB
5861;;;True;SPAIN;53;1;1;LOST;True;0;0.0;NEVER_OPENER;07/11/2018;07/11/2018;07/11/2018;07/11/2018;2018-07-10T00:00:00.000Z;1356.0;Trade;Northern Europe - 7 Days;7.0;156.0;I;;COSTA;;;;;;;;;;;
5862;;;False;SCANDINAVIA (DK);61;15400;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;28/12/2019;28/12/2019;28/12/2019;28/12/2019;2019-12-28T00:00:00.000Z;;OTA;Positionings Emirates;22.0;269.0;V;;COSTA;1.0;0.0;0.0;0.0;;;;4.0;2.0;0.0;RESERVATION SYSTEM
5863;;;True;GERMANY;60;1;1;LOST;True;0;0.0;;11/11/2015;11/11/2015;11/11/2015;11/11/2015;2015-11-10T08:12:06.000Z;2319.0;Trade;Mediterranean - 8/12 Days;11.0;226.0;O;;GRP;;;;;;;;;;;
5864;;;False;SPAIN;48;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 8/12 Days;11.0;161.0;O;;ALLINCL;1.0;0.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5865;;;False;AUSTRIA;36;2705;1;0 HIGH;True;0;1.0;OP_HIGH_CL_LOW;07/06/2023;07/06/2023;07/06/2023;07/06/2023;2023-06-07T13:52:03.000Z;3.0;Trade;Mediterranean - 7 Days;7.0;163.0;V;;GRP;;;;;1.0;1135.0;373.79;0.0;0.0;0.0;
5866;;;False;ITALY;35;515;1;LOST;True;1;1.0;NEVER_OPENER;25/08/2019;26/08/2019;25/08/2019;25/08/2019;2016-11-11T00:00:00.000Z;949.0;Web;Mediterranean - 7 Days;7.0;36.0;V;;BASIC;0.0;1.0;0.0;0.0;;;;1.0;0.0;0.0;
5867;;;;FRANCE;39;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
5868;;;False;FRANCE;44;0;1;0 HIGH;False;0;1.0;;;;;;;58.0;Trade;Mediterranean - 7 Days;7.0;205.0;I;;MYALLINC;;;;;1.0;509.5;346.0;;;;
5869;;;False;ITALY;51;0;1;LOST;False;0;0.0;;;;;;;2085.0;Trade;Mediterranean - 7 Days;7.0;271.0;V;;HM;;;;;;;;;;;
5870;;;;ARGENTINA;44;0;0;PROSPECT;True;1;0.0;OP_HIGH_CL_HIGH;19/07/2023;19/07/2023;19/07/2023;19/07/2023;2023-07-19T03:03:24.000Z;;;;;0.0;;;;;;;;;;;;;;WEB
5871;;;;BRAZIL;47;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5872;;;;FRANCE;80;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5873;;;;NORTH AM.;77;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;;;;15/08/2019;2019-08-15T00:00:00.000Z;;;;;0.0;;;;0.0;3.0;0.0;0.0;;;;0.0;0.0;0.0;WEB
5874;;;False;FRANCE;66;0;1;LOST;False;0;0.0;;04/11/2015;04/11/2015;04/11/2015;04/11/2015;;2331.0;OTA;Mediterranean - 3/6 Days;5.0;6.0;V;;VALUE;;;;;;;;;;;
5875;;;False;SCANDINAVIA (DK);67;1;1;LOST;True;0;0.0;NEVER_OPENER;06/09/2015;06/09/2015;06/09/2015;06/09/2015;2014-10-01T07:37:22.000Z;2389.0;OTA;Mediterranean - 7 Days;7.0;82.0;I;;IND;;;;;;;;0.0;0.0;0.0;
5876;;;;BRAZIL;57;0;0;PROSPECT;False;1;0.0;;;;;;;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;CRM
5877;;;False;SPAIN;64;0;0;PROSPECT;False;0;0.0;;;;;;;;OTA;Mediterranean - 7 Days;7.0;151.0;T;;MYCRUISE;;;;;;;;;;;RESERVATION SYSTEM
5878;;;False;SWITZERLAND;61;0;1;LOST;False;0;0.0;;05/05/2019;05/05/2019;05/05/2019;05/05/2019;;1053.0;Trade;Mediterranean - 7 Days;7.0;111.0;V;;COSTA;;;;;;;;;;;
5879;;Office Worker/Teacher;False;FRANCE OVERSEAS;59;1;1;LOST;True;0;0.0;NEVER_OPENER;08/01/2015;08/01/2015;08/01/2015;08/01/2015;2006-01-26T12:00:00.000Z;2627.0;Trade;Caribbean 10 Days;11.0;238.0;O;;CORAL;;;;;;;;;;;
5880;;;True;SPAIN;66;0;1;LOST;False;0;0.0;;;;;;;1383.0;Trade;Mediterranean - 7 Days;7.0;28.0;O;;ECOSTA;;;;;;;;;;;
5881;;;False;BRAZIL;36;7;1;LOST;True;0;1.0;OP_LOW_CL_LOW;01/12/2019;01/12/2019;01/12/2019;01/12/2019;2019-11-21T00:00:00.000Z;835.0;Trade;South America;3.0;27.0;V;;BASIC;;;;;;;;13.0;0.0;0.0;
5882;;;False;ITALY;78;0;1;LOST;False;0;0.0;;29/09/2017;30/09/2017;29/09/2017;29/09/2017;;1636.0;Trade;Mediterranean - 7 Days;6.0;10.0;O;;GRP;;;;;;;;;;;
5883;;;False;ITALY;48;3083;2;0 HIGH;True;1;0.0;NEVER_OPENER;20/07/2022;20/07/2022;20/07/2022;20/07/2022;2022-07-02T12:07:46.000Z;12.0;Web;Mediterranean - 7 Days;7.0;36.0;O;;MYEXPLOR;;;;;1.0;1376.6;416.0;1.0;0.0;0.0;
5884;;;;ITALY;39;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
5885;;;False;NORTH AM.;28;0;1;LOST;False;0;0.0;OP_LOW_CL_LOW;28/10/2017;28/10/2017;28/10/2017;28/10/2017;;1609.0;Trade;Mediterranean - 3/6 Days;5.0;58.0;V;;GRP;;;;;;;;3.0;0.0;0.0;
5886;;;False;FRANCE OVERSEAS;56;0;1;LOST;False;0;0.0;OP_LOW_CL_LOW;;;;19/02/2016;;2231.0;Trade;Caribbean 7 Days;7.0;27.0;I;;VALUE;;;;;;;;2.0;0.0;0.0;
5887;;;False;ITALY;22;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 7 Days;7.0;235.0;I;;ALLINCL;1.0;0.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5888;;;;BRAZIL;43;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
5889;;;;FRANCE;49;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;19/03/2023;19/03/2023;19/03/2023;19/03/2023;2023-03-19T08:22:55.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;WEB
5890;;;False;ITALY;43;1;1;LOST;True;0;0.0;NEVER_OPENER;18/09/2015;18/09/2015;18/09/2015;18/09/2015;2015-05-06T00:00:00.000Z;2572.0;OTA;Mediterranean - 7 Days;7.0;39.0;I;Promoter;VALUE;;;;;;;;3.0;0.0;0.0;
5891;;;;RUSSIA;36;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
5892;;;;ITALY;42;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;15/09/2018;15/09/2018;15/09/2018;15/09/2018;2017-05-05T00:00:00.000Z;;;;;0.0;;;;;;;;;;;1.0;0.0;0.0;EXT-VENDOR
5893;;;;ITALY;51;0;0;PROSPECT;True;0;0.0;OLD_OPENER;;;;17/08/2019;2019-08-16T00:00:00.000Z;;;;;0.0;;;;;;;;;;;3.0;0.0;0.0;WEB
5894;;;False;ITALY;34;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;20/01/2020;20/01/2020;20/01/2020;20/01/2020;2020-01-20T00:00:00.000Z;;Trade;Mediterranean - 7 Days;7.0;549.0;I;;SALLINCL;2.0;0.0;0.0;0.0;;;;2.0;0.0;0.0;WEB
5895;;Pensioner;False;FRANCE;75;1;1;LOST;True;0;0.0;OP_LOW_CL_LOW;18/07/2017;18/07/2017;18/07/2017;18/07/2017;2013-07-15T09:12:40.000Z;1714.0;OTA;Northern Europe - 10/14 Days;9.0;106.0;V;;CCORAL;;;;;;;;6.0;0.0;0.0;
5896;;;False;BRAZIL;70;0;1;LOST;False;0;0.0;;;;;22/02/2014;;2950.0;OTA;South America;8.0;38.0;I;;VALUE;;;;;;;;;;;
5897;;;;FRANCE;19;0;0;NO SEGMENT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;
5898;;;False;BRAZIL;44;0;1;NO SEGMENT;False;0;0.0;;28/11/2021;28/11/2021;28/11/2021;28/11/2021;;117.0;Trade;South America;4.0;18.0;O;;GRP;;;;;1.0;339.437466;69.6344619;;;;
5899;;;False;ITALY;67;0;3;LOST;False;1;0.0;;09/03/2016;09/03/2016;09/03/2016;09/03/2016;;2042.0;Call Center;Mediterranean - 7 Days;6.0;40.0;V;;LIGHT;;;;;;;;;;;
5900;;;True;BRAZIL;61;1;2;LOST;True;1;1.0;;12/10/2018;12/10/2018;12/10/2018;12/10/2018;2009-01-23T12:00:00.000Z;1272.0;Call Center;Mediterranean - 7 Days;7.0;83.0;I;Promoter;BASIC;0.0;8.0;0.0;0.0;;;;;;;
5901;;;;MEDMEIA;80;0;0;PROSPECT;False;0;0.0;;;;;09/08/2018;;;;;;0.0;;;;;;;;;;;;;;
5902;;;False;BELGIUM;19;0;1;NO SEGMENT;False;0;0.0;;;;;;;962.0;OTA;Mediterranean - 7 Days;7.0;316.0;V;;COSTA;;;;;;;;;;;
5903;;;False;BRAZIL;59;0;1;0 LOW;False;0;1.0;OP_LOW_CL_LOW;12/12/2022;12/12/2022;12/12/2022;12/12/2022;;171.0;Other Direct;South America;4.0;23.0;V;Neutral;GRP;;;;;1.0;628.3583923;143.932302;13.0;1.0;0.0;
5904;;;False;NORTH AM.;51;0;1;LOST;False;0;0.0;OP_HIGH_CL_LOW;07/05/2016;07/05/2016;07/05/2016;07/05/2016;;2130.0;Trade;Mediterranean - 7 Days;7.0;16.0;I;Detractor;ANDIAMO;;;;;;;;4.0;4.0;0.0;
